StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q6A1,Q6A3,Q6A3_1_TEXT,Q138,Q138_4_TEXT,Q6A2,Q41_1,Q41_2,Q78,Q78_9_TEXT,Q1F4,Q4A1,Q40_1,Q40_2,Q40_3,Q40_4,Q40_5,Q5A1,HH1,Q1A1,Q122,Q1A2,Q1A2_1_TEXT,Q1A3,Q1A3_3_TEXT,Q1A4a,Q1A4b,Q1A5a,Q1A5a_1_TEXT,Q1A5b,Q1A5b_1_TEXT,Q65,Q65_1_TEXT,Q1B6,Q80,Q80_1_TEXT,Q80_2_TEXT,Q4B1,Q4B1_1_TEXT,Q4D1,Q4D2,Q2,Q3,Q4,Q5,Q6E1a,Q6E1b,Q6E1c,Q6E1d,Q6E1e,Q6E1g,Q1E1,Q1E2a,Q1E2f,Q1C1a,Q131,Q2A1a,Q2A1b,Q2A2,Q2A3,Q2A5,Q2A6,Q5A2,Q141,Q5B1,Q5B2a,Q5B2a_101_TEXT,Q145,Q145_5_TEXT,Q5B3,Q5B3_101_TEXT,Q252,Q252_11_TEXT,Q249,Q250,Q251,Q251_10_TEXT,Q137,Q5B2a_6_TEXT - Actionability,Q5B2a_6_TEXT - Effort,Q5B2a_6_TEXT - Effort Numeric,Q5B2a_6_TEXT - Emotion Intensity,Q5B2a_6_TEXT - Emotion,Q5B2a_6_TEXT - Parent Topics,Q5B2a_6_TEXT - Sentiment Polarity,Q5B2a_6_TEXT - Sentiment Score,Q5B2a_6_TEXT - Sentiment,Q5B2a_6_TEXT - Topic Sentiment Label,Q5B2a_6_TEXT - Topic Sentiment Score,Q5B2a_6_TEXT - Topics,Q5B3_6_TEXT - Actionability,Q5B3_6_TEXT - Effort,Q5B3_6_TEXT - Effort Numeric,Q5B3_6_TEXT - Emotion Intensity,Q5B3_6_TEXT - Emotion,Q5B3_6_TEXT - Parent Topics,Q5B3_6_TEXT - Sentiment Polarity,Q5B3_6_TEXT - Sentiment Score,Q5B3_6_TEXT - Sentiment,Q5B3_6_TEXT - Topic Sentiment Label,Q5B3_6_TEXT - Topic Sentiment Score,Q5B3_6_TEXT - Topics,Q249 - Actionability,Q249 - Effort,Q249 - Effort Numeric,Q249 - Emotion Intensity,Q249 - Emotion,Q249 - Parent Topics,Q249 - Sentiment Polarity,Q249 - Sentiment Score,Q249 - Sentiment,Q249 - Topic Sentiment Label,Q249 - Topic Sentiment Score,Q249 - Topics,Q250 - Actionability,Q250 - Effort,Q250 - Effort Numeric,Q250 - Emotion Intensity,Q250 - Emotion,Q250 - Parent Topics,Q250 - Sentiment Polarity,Q250 - Sentiment Score,Q250 - Sentiment,Q250 - Topic Sentiment Label,Q250 - Topic Sentiment Score,Q250 - Topics,Q251_10_TEXT - Actionability,Q251_10_TEXT - Effort,Q251_10_TEXT - Effort Numeric,Q251_10_TEXT - Emotion Intensity,Q251_10_TEXT - Emotion,Q251_10_TEXT - Parent Topics,Q251_10_TEXT - Sentiment Polarity,Q251_10_TEXT - Sentiment Score,Q251_10_TEXT - Sentiment,Q251_10_TEXT - Topic Sentiment Label,Q251_10_TEXT - Topic Sentiment Score,Q251_10_TEXT - Topics,Q145_5_TEXT - Actionability,Q145_5_TEXT - Effort,Q145_5_TEXT - Effort Numeric,Q145_5_TEXT - Emotion Intensity,Q145_5_TEXT - Emotion,Q145_5_TEXT - Parent Topics,Q145_5_TEXT - Sentiment Polarity,Q145_5_TEXT - Sentiment Score,Q145_5_TEXT - Sentiment,Q145_5_TEXT - Topic Sentiment Label,Q145_5_TEXT - Topic Sentiment Score,Q145_5_TEXT - Topics,Q78_9_TEXT - Actionability,Q78_9_TEXT - Effort,Q78_9_TEXT - Effort Numeric,Q78_9_TEXT - Emotion Intensity,Q78_9_TEXT - Emotion,Q78_9_TEXT - Parent Topics,Q78_9_TEXT - Sentiment Polarity,Q78_9_TEXT - Sentiment Score,Q78_9_TEXT - Sentiment,Q78_9_TEXT - Topic Sentiment Label,Q78_9_TEXT - Topic Sentiment Score,Q78_9_TEXT - Topics,Q4B1_8_TEXT - Actionability,Q4B1_8_TEXT - Effort,Q4B1_8_TEXT - Effort Numeric,Q4B1_8_TEXT - Emotion Intensity,Q4B1_8_TEXT - Emotion,Q4B1_8_TEXT - Parent Topics,Q4B1_8_TEXT - Sentiment Polarity,Q4B1_8_TEXT - Sentiment Score,Q4B1_8_TEXT - Sentiment,Q4B1_8_TEXT - Topic Sentiment Label,Q4B1_8_TEXT - Topic Sentiment Score,Q4B1_8_TEXT - Topics,Q5B2a_6_TEXT - Topic Hierarchy Level 1,Q251_10_TEXT - Topic Hierarchy Level 1,Q249 - Topic Hierarchy Level 1,Q250 - Topic Hierarchy Level 1,Q4B1_8_TEXT - Topic Hierarchy Level 1,Q78_9_TEXT - Topic Hierarchy Level 1,Q5B3_6_TEXT - Topic Hierarchy Level 1,Q145_5_TEXT - Topic Hierarchy Level 1
11/16/24 10:09,11/16/24 10:22,IP Address,172.58.147.206,100,746,TRUE,11/16/24 10:22,R_14CP82D2t0Ftx1P,,,,,36.0711,-86.7196,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Often true,Often true,I feel uncomfortable asking for help.,,A vehicle owned by you or a household member,Very good,Some months,Some months,Some months,Some months,Never,Yes,1,No one in the household under age 18,1,Enter your age in years:,61,A woman,,No,"White,American Indian or Alaska Native",Enter zip code (5 digit),37137,,,Enter county,Hickman,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,TAMMY thehippiebus1313@gmail.com,Heart disease / stroke,,No,Yes,None,None,Does not apply to me,Often,Yes,Yes,No,Yes,Yes,Yes,No,Very little,Completely,"$1,000 â€“ $1,999",Not working/unemployed,Someone elseâ€™s place,Other,Yes,"Yes, living/staying here",No,Yes,1 week or less,,,,,,,,,"Housing/utility assistance or referrals,Health care services or health screenings,Mental health assistance or referrals",,Challenging,I have several struggles presenting at the same time.,"Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Thank you for the help.,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,0,Neutral,,,Unknown,other,Hard,-1,Medium,Frustration,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/24 14:20,11/16/24 14:32,IP Address,172.56.17.27,100,760,TRUE,11/16/24 14:32,R_3Esi0LgJUVr9nzl,,,,,41.8825,-87.7185,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,2,,,No,Sometimes true,Sometimes true,I do not know enough places where I can receive free groceries,,A vehicle owned by you or a household member,Good,1 or 2 times per year,Never,1 or 2 times per year,1 or 2 times per year,Never,No,2,No one in the household under age 18,1,Enter your age in years:,53,A woman,,No,White,Enter zip code (5 digit),37015,,,Enter county,Cheatham,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",, TammyBishop1@aol.com,Heart disease / stroke,,Yes,Yes,None,None,Never,Often,No,No,Yes,Yes,Yes,No,Yes,Somewhat,Completely,"$1,000 â€“ $1,999",Working for pay full-time (more than 30 hours per week),A place you own,,Yes,"No, living somewhere else ",No,No,,No,No,I have not applied because I don't think I am eligible.,,,,,,"Housing/utility assistance or referrals,Health care services or health screenings",,Draining ,"I had a tree hit the house that I bought. I had to build another and even with home owners insurance, itâ€™s financially put me in a bind","Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Reducing racism and discrimination,Convenient, reliable transportation",,I appreciate any and all help. ,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/16/24 14:20,11/16/24 14:38,IP Address,174.238.164.4,100,1117,TRUE,11/16/24 14:39,R_3OJLETCWrvdxaPu,,,,,36.1671,-86.7861,qr,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,3,,,No,Often true,Often true,I do not face any challenges,,A vehicle owned by you or a household member,Poor,Some months,1 or 2 times per year,1 or 2 times per year,1 or 2 times per year,Never,No,1,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,47,A man,,No,White,Enter zip code (5 digit),37015,,,Enter county,Cheatham,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Michael - mjenkins310@yahoo.com ,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,Yes,Yes,None,2 to 3 times,Sometimes,Sometimes,Yes,No,No,Yes,Yes,Yes,No,Not at all,Completely,$500  â€“ $999,Working for pay full-time (more than 30 hours per week),A place you rent,,Don't know,"Yes, living/staying here",No,Yes,,Yes,,,,,,I did not meet work requirements.,,"Housing/utility assistance or referrals,Health care services or health screenings,Employment assistance (for example, job training or resume writing),Mental health assistance or referrals,Help signing up for food assistance programs like SNAP (food stamps) or WIC,Help signing up for other assistance programs like public housing or Families First (TANF)",,Worrisome,Financially and physically unable to work enough to have a better life,"Affordable health care,Better jobs that pay well and offer benefits,Affordable housing in my community,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Thanks for the help you do give,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Medium,"Frustration,Disgust",,0,-2,Very Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/24 10:59,11/17/24 11:00,IP Address,96.60.152.8,100,48,TRUE,11/17/24 11:00,R_3domY4GTE8iMQz7,,,,,35.6498,-88.1267,anonymous,EN,I am under 18 years old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/24 13:28,11/17/24 13:39,IP Address,173.242.242.36,100,618,TRUE,11/17/24 13:39,R_1C2uL1HR6W3Xnid,,,,,35.9606,-85.8141,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,10,,,No,Sometimes true,Sometimes true,"I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,A vehicle owned by you or a household member,Fair,Some months,Some months,,Some months,Never,Yes,2,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,58,A woman,,No,White,Enter zip code (5 digit),37166,,,Enter county,Dekalb ,College 1 year to 3 years (Some college or technical school),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/24 14:32,11/17/24 14:53,IP Address,47.7.185.197,100,1273,TRUE,11/17/24 14:53,R_3f2y2dJpxcHnFZ1,,,,,35.6096,-88.8143,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,Other,I don't have a vehicle and I have no options a lot of times to get a ride anywhere get a ride anywhere,No,Often true,Sometimes true,"I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,Rely on friends or family transportation,Poor,Every month,Some months,Some months,Every month,Never,Yes,1,No one in the household under age 18,1,Enter your age in years:,65,A woman,,No,White,Enter zip code (5 digit),38351,,,Enter county,Henderson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Kynn  playlist6112azlyn@gmail.com,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,Yes,Yes,None,1 time,Often,Often,Yes,Prefer not to answer,Prefer not to answer,No,No,No,No,Not at all,Not at all,Prefer not to answer,Retired,A place you own,,No,"Yes, living/staying here",No,Don't know,Don't know,,,,,,,,,"Housing/utility assistance or referrals,Transportation assistance (for example, bus vouchers or free rides)",,Struggling ,Broken from lack of running water lack of funds lack of a vehicle lack of MEDICINE etc...,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Convenient, reliable transportation,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,Thank you ,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Low,Frustration,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-2,Very Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/24 14:13,11/17/24 14:57,IP Address,35.150.218.73,100,2635,TRUE,11/17/24 14:57,R_6f4Y210tVacyf0B,,,,,35.6173,-87.0317,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,I do not know where to go to get free groceries.,,No,Sometimes true,Sometimes true,"I do not know enough places where I can receive free groceries,It takes too long to wait at the site for free groceries.,I feel uncomfortable asking for help.,I feel unwelcome at the sites in my community.,I do not think I am eligible to get free groceries.",,A vehicle owned by you or a household member,Fair,Some months,Some months,Some months,1 or 2 times per year,Never,No,3,1,No one in the household over age 60,Enter your age in years:,48,A woman,,No,White,Enter zip code (5 digit),38425,,,Enter county,Wayne ,College 1 year to 3 years (Some college or technical school),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/24 21:40,11/17/24 21:51,IP Address,174.235.81.39,100,651,TRUE,11/17/24 21:51,R_5nemEV5xe5gWnf3,,,,,35.2296,-80.843,anonymous,EN,I am 18 years or older and agree to begin the survey,No,,,"I did not have time.,I did not think I was eligible.",,No,Often true,Often true,"I do not have easy access to a car or public transit, I can't afford gas or bus fare, or I have trouble carrying my food home",,A vehicle owned by you or a household member,Good,Every month,Every month,Every month,Every month,Every month,Yes,3,1,No one in the household over age 60,Enter your age in years:,27,A woman,,No,White,Enter zip code (5 digit),37030,,,Enter county,Smith,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Betheney 9315390401,,Other,,No,Don't know,None,4 to 5 times,Sometimes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not at all,Completely,Less than $500,Not working/unemployed,A place you rent,,No,"Yes, living/staying here",No,Yes,3 weeks,,,,,,,,,"Health care services or health screenings,Transportation assistance (for example, bus vouchers or free rides),Mental health assistance or referrals",,Broke,Because financially itâ€™s become hard to live ,"Healthy and affordable food,Being able to save money and pass it on to my family,Better jobs that pay well and offer benefits,Affordable housing in my community,Convenient, reliable transportation,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,1,Positive,,,Unknown,other,Hard,-1,Low,Frustration,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:38,11/18/24 10:49,IP Address,172.58.151.78,100,684,TRUE,11/18/24 10:49,R_7fvOcDiVXUsXoJz,,,,,36.0571,-86.6729,anonymous,ES-ES,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,400,,,Yes,Often true,Often true,I do not know enough places where I can receive free groceries,,A vehicle owned by you or a household member,Very good,Every month,Every month,Every month,Every month,Every month,Yes,6,3,Don't know,Enter your age in years:,29,A woman,,Yes,Don't know,Enter zip code (5 digit),37086,,,Enter county,Ruterfor ,Grades 9 through 11 (Some high school),"Yes, and my first name and phone number is:",Yoselin,,Prefer not to answer,,No,Don't know,None,None,Sometimes,Sometimes,Prefer not to answer,No,No,No,No,Yes,Yes,Prefer not to answer,Somewhat,Prefer not to answer,Not working/unemployed,Prefer not to answer,,No,Don't know,Prefer not to answer,Prefer not to answer,2 weeks,,,,,,,,,"Financial planning or budgeting assistance,Help signing up for food assistance programs like SNAP (food stamps) or WIC,Help signing up for other assistance programs like public housing or Families First (TANF)",,Mejorar todo la economÃ­a el trabajo ,Porque si ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,,,,,,,,,,,,,,,,,,,,,,,,,,suggestions,Neutral,0,None,None,,0,-1,Negative,,,Unknown,not meaningful message,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:41,11/18/24 10:54,IP Address,76.122.208.151,100,740,TRUE,11/18/24 10:54,R_5H4dbV5cE9WuPKh,,,,,35.8451,-86.4901,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Sometimes true,Sometimes true,Other,Price higher ,A vehicle owned by you or a household member,Fair,Never,1 or 2 times per year,Never,Never,Never,No,1,No one in the household under age 18,,Enter your age in years:,68,A woman,,No,Prefer not to answer,Enter zip code (5 digit),37167,,,Enter county,Rutherfort ,College 1 year to 3 years (Some college or technical school),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,
11/18/24 10:52,11/18/24 10:57,IP Address,104.55.158.180,100,299,TRUE,11/18/24 10:57,R_6ponFpeA8rpfab0,,,,,35.7512,-86.93,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,2,,,No,Often true,Often true,I feel uncomfortable asking for help.,,A vehicle owned by you or a household member,Poor,Some months,Some months,Never,Some months,Never,No,2,No one in the household under age 18,No one in the household over age 60,Enter your age in years:,57,A woman,,No,White,Enter zip code (5 digit),37064,,,Enter county,Williamson ,Grade 12 or GED (High school graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:51,11/18/24 11:05,IP Address,68.52.107.53,100,847,TRUE,11/18/24 11:05,R_7wRD6Wd06kz8eDy,,,,,35.8437,-86.3881,anonymous,ES-ES,I am 18 years or older and agree to begin the survey,Don't know,,,,,Don't know,Sometimes true,Sometimes true,I do not think I am eligible to get free groceries.,,A vehicle owned by you or a household member,Good,1 or 2 times per year,1 or 2 times per year,1 or 2 times per year,Never,Never,No,4,2,No one in the household over age 60,Enter your age in years:,35,A woman,,Yes,White,Enter zip code (5 digit),37130,,,Enter county,Rutherford,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Jennifer 6153188187,,High blood pressure / hypertension,,Yes,Yes,None,None,Does not apply to me,Does not apply to me,Yes,No,No,Yes,No,Yes,Yes,Not at all,Somewhat,"$1,000 â€“ $1,999",Working for pay part-time (less than 30 hours per week),A place you rent,,Don't know,"No, living somewhere else ",No,Don't know,,No,No,I have not applied because it is too hard to apply.,,,,,,Nutrition education,,Inestable,La inestabilidad econÃ³mica es complicada,"Healthy and affordable food,Being able to save money and pass it on to my family",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Medium,"Anger,Disgust",,0,-1,Negative,,,Unknown,other,Hard,-1,Low,Frustration,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:54,11/18/24 11:09,IP Address,68.47.161.43,100,930,TRUE,11/18/24 11:09,R_6jQ7u80jsu3T6Vq,,,,,35.9306,-86.8788,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,6,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,The places where I can receive free groceries are not open during the times or days that I need,I do not think I am eligible to get free groceries.",,A vehicle owned by you or a household member,Poor,1 or 2 times per year,Some months,Every month,Some months,Never,No,2,1,1,Enter your age in years:,64,A woman,,No,White,Enter zip code (5 digit),37167,,,Enter county,Rutherford ,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and email address is:",,Deborah  happiewillow@gmail.com ,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension,Heart disease / stroke",,No,No,1 time,1 time,Rarely,Rarely,Yes,Yes,Yes,Yes,No,Yes,No,Not at all,Completely,"$1,000 â€“ $1,999",Working for pay full-time (more than 30 hours per week),A place you own,,Don't know,"Yes, living/staying here",No,Yes,,Yes,,,,,,I started receiving more income and didnâ€™t qualify anymore.,,None,,Stressed ,I'm  64 and raising a 3 year old,Healthy and affordable food,,No,,,,,,,,,,,,,,,,,,,,,,,,,other,Hard,-1,Medium,Frustration,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:58,11/18/24 11:10,IP Address,69.139.121.95,100,737,TRUE,11/18/24 11:10,R_3DcGHPKnZXBU8o5,,,,,36.1315,-86.8019,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,2,,,No,Often true,Often true,"I do not know enough places where I can receive free groceries,I feel unwelcome at the sites in my community.",,A vehicle owned by you or a household member,Poor,Every month,Every month,Every month,Every month,Every month,No,1,Prefer not to answer,1,Enter your age in years:,64,A woman,,No,"White,Black or African American,American Indian or Alaska Native",Enter zip code (5 digit),37216,,,Enter county,Davidson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Patricia 6154157994,,"Diabetes / sugar diabetes / prediabetes,High blood pressure / hypertension",,No,Yes,None,None,Often,Often,No,No,No,Yes,No,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,No,"No, living somewhere else ",Yes,Yes,,No,Yes,,,My income or resources were too high.,,,,Housing/utility assistance or referrals,,Crises,"I go hungry and without basic necessities, Struggling always!","Healthy and affordable food,Affordable housing in my community,Access to local resources that can help me; like food banks, housing programs, and free/low-cost health clinics",,"Life is awful especially when you are elderly and disabled, always struggling!",,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Hard,-1,Medium,"Fear,Frustration",,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 10:54,11/18/24 11:16,IP Address,76.122.208.151,100,1285,TRUE,11/18/24 11:16,R_1I3q6QtyxXLZkEu,,,,,35.8677,-86.4174,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,2,,,No,Sometimes true,Sometimes true,The locations are too far away from me or inconvenient for me to visit,,A vehicle owned by you or a household member,Fair,Never,1 or 2 times per year,Never,Never,Never,No,1,No one in the household under age 18,1,Enter your age in years:,68,A man,,Prefer not to answer,Prefer not to answer,Enter zip code (5 digit),37167,,,Enter county,Rutherfort ,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Pamela 4146874128,,High blood pressure / hypertension,,No,No,None,None,Never,Never,Yes,Yes,No,Yes,No,No,No,Not at all,Completely,"$1,000 â€“ $1,999",Not working/unemployed,A place you rent,,Yes,"No, living somewhere else ",No,Don't know,,No,No,I have not applied because I don't think I am eligible.,,,,,,None,,A journey ,Unpredictable changes,Something else,"A tiny house on a piece of land, where I can grow fruits and vegetables for an RV","I found the survey to be misleading as I completed the first survey which did not give me options to receive $100 gift card unless I completed the second half! I completed the survey in hopes of attaining $100 gift card. Personally, I think itâ€™s worth my time.",,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,other,Neutral,0,None,None,,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:02,11/18/24 11:16,IP Address,68.47.226.42,100,873,TRUE,11/18/24 11:16,R_3wvvHgYYzdstuO5,,,,,36.066,-86.9659,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,5,,,No,Sometimes true,Sometimes true,I do not face any challenges,,A vehicle owned by you or a household member,Good,Never,1 or 2 times per year,1 or 2 times per year,Never,Some months,Yes,6,3,No one in the household over age 60,Enter your age in years:,41,A woman,,No,Black or African American,Enter zip code (5 digit),37221,,,Enter county,Davidson,College 1 year to 3 years (Some college or technical school),"Yes, and my first name and phone number is:",Nakia 6155070077,,High blood pressure / hypertension,,Yes,Yes,None,1 time,Rarely,Rarely,No,No,No,Yes,No,Yes,No,Not at all,Somewhat,"$1,000 â€“ $1,999",Working for pay full-time (more than 30 hours per week),A place you rent,,Yes,"Yes, living/staying here",No,No,2 weeks,,,,,,,,,Housing/utility assistance or referrals,,Worried,Worried about paying bills and buying food each much ,"Healthy and affordable food,Being able to save money and pass it on to my family,Affordable health care,Better jobs that pay well and offer benefits",,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,Low,Anger,,0,-1,Negative,,,Unknown,other,Neutral,0,Medium,"Anger,Fear",,0,-1,Negative,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/24 11:10,11/18/24 11:18,IP Address,70.231.37.252,100,449,TRUE,11/18/24 11:18,R_61wM6SvAiypZMc1,,,,,36.0711,-86.7196,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Enter number of times,12,,,No,Never true,Never true,Other,I share whatever I get from the church with a family that live next door to me they are Hispanic family raising three children and I know it's hard for them so I share whatever I get with them,A vehicle owned by you or a household member,Fair,Never,Never,Never,Never,Never,No,1,No one in the household under age 18,1,Enter your age in years:,70,Some other way,Non binary,No,Some other race or ethnicity,Enter zip code (5 digit),37211,,,Enter county,Davidson,College 1 year to 3 years (Some college or technical school),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,other,Neutral,0,None,None,,0,0,Neutral,,,Unknown,,,,,,,,,,,,,,,,,,,,
11/18/24 11:14,11/18/24 11:19,IP Address,174.238.161.167,100,312,TRUE,11/18/24 11:19,R_7cvR7j6fU9LclON,,,,,36.0571,-86.6729,anonymous,EN,I am 18 years or older and agree to begin the survey,Yes,Don't know,,,,No,Never true,Never true,I do not face any challenges,,A vehicle owned by you or a household member,Excellent,Every month,Every month,Every month,Every month,Every month,No,6,3,1,Enter your age in years:,35,A woman,,No,White,Enter zip code (5 digit),37013,,,Enter county,Davidson,College 4 years or more (College graduate),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
